Nomer,IDKostumer,Nama,NilaiKredit,Provinsi,JenisKelamin,Umur,tenor,saldo,jumlahProduk,PunyaKartuKredit,NasabahAktif,PerkiraanPendapatan,TutupRekening
7207,15770995,ROHMANIH,753,Jawa Tengah,Perempuan,47,1,13116085000,1,1,0,19744469000,0
7208,15570990,JAMHURI,520,Jawa Barat,Laki-Laki,30,4,14522299000,2,0,0,14516096000,0
7209,15596165,TIHAM,547,Jawa Tengah,Laki-Laki,25,4,9814157000,2,1,1,523098000,0
7210,15788131,NELSON SIBARANI,653,DKI Jakarta,Laki-Laki,47,6,0,1,1,0,5069593000,1
7211,15800773,TRIMIYONO,648,Jawa Barat,Laki-Laki,28,9,10228261000,1,1,1,15789111000,0
7212,15690153,RIZKY WAHYUDI,639,DKI Jakarta,Laki-Laki,37,4,11612184000,2,0,1,18185074000,0
7213,15638989,ARNAH,711,DKI Jakarta,Perempuan,25,5,19006654000,1,0,0,5134539000,1
7214,15623210,AGUNG SUBAGJA,484,Jawa Tengah,Laki-Laki,55,8,14934958000,3,0,0,13751992000,1
7215,15652658,JAMILAH,721,DKI Jakarta,Perempuan,36,1,15517683000,2,1,1,4965337000,0
7216,15684440,SUDIBYO,548,Jawa Tengah,Laki-Laki,32,2,9898628000,1,1,1,5586738000,0
7217,15730287,TJOE KUN NIO,679,DKI Jakarta,Perempuan,41,8,14772698000,3,1,0,1727494000,1
7218,15720353,MUHIDAH,553,DKI Jakarta,Perempuan,41,1,0,2,1,0,9060731000,0
7219,15767231,WAGIMIN,757,DKI Jakarta,Laki-Laki,36,7,14485206000,1,0,0,13086195000,0
7220,15761554,SITI SUNDARI,581,DKI Jakarta,Perempuan,54,4,8929981000,1,0,0,555847000,1
7221,15706637,RASTIANAH,718,Jawa Barat,Perempuan,40,9,0,2,0,0,12153791000,0
7222,15690492,ABDUL MUNIR,625,DKI Jakarta,Laki-Laki,41,6,9766316000,2,1,0,5712878000,0
7223,15694237,NICODEMUS SNAE,744,Jawa Barat,Laki-Laki,39,4,9516175000,1,1,0,1940977000,0
7224,15729771,ELIZABETH ERMA KURDIANA,799,Jawa Tengah,Perempuan,31,9,15458692000,1,0,1,8860489000,1
7225,15609823,SUNENTI,751,Jawa Barat,Perempuan,34,8,12709514000,2,0,0,47954000,0
7226,15793366,JULYADI,781,Jawa Tengah,Laki-Laki,35,7,9252615000,2,1,1,17383754000,0
7227,15614813,HIDAYATI PERTIWI,777,Jawa Tengah,Perempuan,46,0,1073628000,1,1,0,4873000,0
7228,15566495,NURMAN ALAMSYAH,704,Jawa Barat,Laki-Laki,24,2,0,1,1,0,3560025000,1
7229,15707602,ANI,539,DKI Jakarta,Perempuan,47,2,12728604000,2,1,1,16692943000,1
7230,15635244,MATNOSARI,716,DKI Jakarta,Laki-Laki,29,6,0,2,1,1,9899861000,0
7231,15805627,RIPAI,670,DKI Jakarta,Laki-Laki,37,2,0,2,1,1,5422974000,0
7232,15607986,KRISNAWATI,555,DKI Jakarta,Perempuan,40,10,13993018000,1,1,1,10572009000,0
7233,15799785,SARMIJAH,679,Jawa Tengah,Perempuan,30,4,7794969000,1,1,1,12115146000,0
7234,15699963,WASTI  HASIBUAN,571,DKI Jakarta,Perempuan,38,1,12140504000,1,1,1,15484422000,0
7235,15624595,MARIA JOSEPH LILLUNG,512,Jawa Barat,Perempuan,35,5,12458069000,1,1,1,1878548000,0
7236,15629750,SAKIMUN,697,DKI Jakarta,Laki-Laki,35,5,13308776000,1,1,0,6477161000,0
7237,15651460,MUDJI RAHAYU,424,Jawa Barat,Perempuan,34,7,0,1,1,1,1625061000,0
7238,15753550,NURDIN BIN KASUM,684,DKI Jakarta,Laki-Laki,43,7,0,2,1,0,13109399000,0
7239,15594133,SRI HARTATUN,697,Jawa Barat,Perempuan,62,7,0,1,1,0,12918818000,1
7240,15772329,EMA YULIANA,580,Jawa Tengah,Perempuan,45,8,10374114000,1,1,0,4742873000,1
7241,15591552,UJANG BUDI PURNOMO,600,DKI Jakarta,Laki-Laki,32,7,9887795000,1,1,0,13297321000,0
7242,15750921,RUDI,521,DKI Jakarta,Laki-Laki,37,5,10584326000,2,1,1,849082000,0
7243,15701687,ROSINAH,664,Jawa Barat,Perempuan,44,7,7752666000,3,0,0,5733856000,1
7244,15728906,PUSPITA SARI,634,DKI Jakarta,Perempuan,77,5,0,2,1,1,16157985000,0
7245,15670029,SUNARTI,445,DKI Jakarta,Perempuan,33,7,0,2,1,0,12262568000,0
7246,15763579,PITRIAH SUHARYA,702,Jawa Tengah,Perempuan,36,2,10526488000,2,1,1,5290987000,0
7247,15728010,SRI MARYATI,485,DKI Jakarta,Perempuan,37,5,0,2,0,1,17022647000,0
7248,15663194,WIDIYANINGSIH,582,Jawa Tengah,Perempuan,40,3,11015043000,1,1,1,19175765000,1
7249,15736510,MUHAMMAD SURAHMAN,605,Jawa Barat,Laki-Laki,57,2,0,3,1,0,6665275000,1
7250,15745804,YENI JUNITADAME HUTAHAEAN,628,DKI Jakarta,Perempuan,25,7,0,2,1,1,19597775000,0
7251,15631451,DICKI KURNIAWAN,604,Jawa Barat,Laki-Laki,28,6,0,2,1,1,6905626000,0
7252,15746995,EKA SAFITRI MANDIRI,724,Jawa Tengah,Perempuan,31,9,1381663000,1,1,0,1292043000,0
7253,15730673,DEWI USMAN,567,Jawa Tengah,Perempuan,40,7,12226524000,1,1,0,13855274000,0
7254,15734649,CHARLES HUTABARAT,779,Jawa Barat,Laki-Laki,55,0,13329598000,1,1,0,2283271000,1
7255,15701081,SUNARDI,785,DKI Jakarta,Laki-Laki,36,2,0,1,0,1,618111000,0
7256,15632503,RIDUAN MANUNGKALIT,563,DKI Jakarta,Laki-Laki,32,0,14832609000,1,1,0,19160427000,1
7257,15585928,MAYA SUSANTY,821,Jawa Tengah,Perempuan,31,2,6892757000,1,1,1,25445000,0
7258,15648681,SUMARJO,747,DKI Jakarta,Laki-Laki,47,5,1399146000,4,0,1,12996456000,1
7259,15747757,ERLAND   FAUZAN,600,Jawa Tengah,Laki-Laki,58,8,11872311000,1,0,0,620951000,1
7260,15718921,RIDWAN SAFAAT,625,Jawa Barat,Laki-Laki,32,7,10695728000,1,1,1,13479402000,0
7261,15571081,MUHAMMAD MULYA SOBAR,773,DKI Jakarta,Laki-Laki,41,7,19023893000,1,1,1,5754965000,0
7262,15734578,MATOYA,726,DKI Jakarta,Perempuan,53,1,11353773000,1,0,1,2836721000,0
7263,15579583,TUTI MASWANI,641,Jawa Barat,Perempuan,40,4,10109027000,1,1,1,5170309000,0
7264,15622729,KOKOH LISTYAWAN,649,DKI Jakarta,Laki-Laki,46,2,0,2,1,1,666027000,0
7265,15662189,PETTA HJ PUJI,434,Jawa Barat,Perempuan,33,3,0,1,1,1,273971000,0
7266,15692718,JOLO YOEL MOSES,738,DKI Jakarta,Laki-Laki,38,7,0,2,0,0,6922742000,0
7267,15762716,MARSONO,762,Jawa Barat,Laki-Laki,60,10,16892075000,1,1,0,3144503000,1
7268,15724851,OKTAVIA DWI LESTARI,507,Jawa Tengah,Perempuan,31,9,11158967000,1,1,0,15003719000,0
7269,15587266,KASIM GUNAWAN,606,Jawa Tengah,Laki-Laki,27,6,17231033000,1,0,1,11144892000,0
7270,15675926,NAOMI SIANIPAR,655,Jawa Tengah,Perempuan,34,7,11802835000,1,1,0,5122632000,1
7271,15706268,KUSNI NURHAYATI,697,Jawa Tengah,Perempuan,51,1,1479103000,1,1,1,5358114000,0
7272,15581871,SERTIA SIANTURI,504,Jawa Tengah,Perempuan,42,7,13128736000,2,1,1,14969778000,0
7273,15666166,LUKMAN N  H,653,DKI Jakarta,Laki-Laki,74,0,12127632000,1,1,1,16034831000,0
7274,15671582,RAHMAWATI,660,Jawa Barat,Perempuan,38,6,10986932000,1,1,1,15464191000,0
7275,15680901,SAMSI HASAN,652,DKI Jakarta,Laki-Laki,34,6,9743585000,2,1,1,10433176000,0
7276,15642336,RUSDI,669,DKI Jakarta,Laki-Laki,42,9,0,2,0,0,13563032000,0
7277,15653147,FARIDA SIBUEA,594,DKI Jakarta,Perempuan,35,2,13385327000,1,1,1,6536166000,0
7278,15571284,GRECI APRIYATMI,756,Jawa Tengah,Perempuan,32,0,10952816000,2,1,1,5617631000,0
7279,15591360,MIRWAN,642,DKI Jakarta,Laki-Laki,33,4,8460734000,2,0,1,6005947000,0
7280,15810485,MUSTAMIN,486,Jawa Tengah,Laki-Laki,37,1,101438000,1,0,0,5136456000,0
7281,15611973,FEBRY MIFTAHUL QIBTY,804,DKI Jakarta,Perempuan,55,7,0,2,1,1,1187526000,0
7282,15735572,ZAENAL ABIDIN SAPUTRA,629,DKI Jakarta,Laki-Laki,59,9,11365783000,1,1,1,11684879000,1
7283,15567860,M MAKMUN BIN ASMAWI,581,Jawa Barat,Laki-Laki,44,7,18931816000,2,1,0,4502623000,1
7284,15795690,ISKANDAR SILALAHI,667,DKI Jakarta,Laki-Laki,31,3,9951391000,1,1,1,18965726000,0
7285,15706464,M IMRON,667,Jawa Barat,Laki-Laki,35,4,9758532000,2,0,0,5721346000,0
7286,15725028,TETY DARMIATI,679,DKI Jakarta,Perempuan,29,3,0,2,1,1,6368706000,0
7287,15751167,MENITA HOTMAWATI MANIK,680,DKI Jakarta,Perempuan,43,4,0,2,1,1,5876133000,0
7288,15633944,ACE BAEHAKI,644,Jawa Barat,Laki-Laki,32,3,13665974000,1,1,1,1418778000,0
7289,15672637,WAGINI,571,DKI Jakarta,Perempuan,30,4,8575586000,1,1,0,14511595000,0
7290,15680895,SOLEHA,627,Jawa Barat,Perempuan,35,7,0,1,1,0,18771826000,0
7291,15793825,ALFONDO ANDRIES,536,DKI Jakarta,Laki-Laki,39,4,0,2,1,0,2715035000,0
7292,15611318,YUDHI SUPRIYATNA,599,Jawa Barat,Laki-Laki,33,4,5169089000,1,1,0,11162276000,1
7293,15768474,ICHSAN SONJAYA,744,Jawa Barat,Laki-Laki,34,3,0,2,1,0,2724435000,0
7294,15716276,MUARIFAH,709,DKI Jakarta,Perempuan,34,2,11166968000,1,1,0,5702966000,0
7295,15623668,LEXY WULUR,653,Jawa Tengah,Laki-Laki,31,2,15474145000,2,0,0,2518301000,0
7296,15696361,NUR HASIDIK,648,Jawa Tengah,Laki-Laki,31,7,12568151000,1,0,1,12998093000,0
7297,15607988,SINAH,663,Jawa Tengah,Perempuan,37,8,15530371000,1,1,0,11871663000,0
7298,15637891,SULISTIYO PURNOMO,613,Jawa Tengah,Laki-Laki,43,4,14068168000,1,0,1,2013407000,0
7299,15789865,ABDI ZULKARNAEN,620,DKI Jakarta,Laki-Laki,28,9,7190252000,1,0,1,19020823000,0
7300,15627190,RENASIWI UNTARI,661,DKI Jakarta,Perempuan,51,6,1466066000,1,1,1,680219000,0
7301,15788224,ABDULLAH T ,669,Jawa Tengah,Laki-Laki,45,1,12394975000,1,0,0,11088156000,0
7302,15702149,NIA  AGUSTINE,767,Jawa Tengah,Perempuan,33,1,14475321000,1,1,1,13248075000,0
7303,15708236,AMRIL MA RUF,491,DKI Jakarta,Laki-Laki,72,6,9128522000,1,1,1,703295000,0
7304,15568469,DEWI PUSPITA,653,DKI Jakarta,Perempuan,43,0,0,2,1,0,2786258000,0
7305,15764444,H NURNANINGSIH,679,Jawa Tengah,Perempuan,58,8,12585053000,2,1,1,8700817000,0
7306,15794204,NUR CHOBIBAH,687,DKI Jakarta,Perempuan,28,7,10811666000,1,1,1,2741119000,0
7307,15807546,ISMANTO,837,DKI Jakarta,Laki-Laki,38,2,0,2,1,1,4639521000,0
7308,15782159,FANNY  DINDA   ADITYA,850,DKI Jakarta,Perempuan,28,8,6763956000,2,1,1,19424529000,0
7309,15618703,SUDIBYO ENOS LALAUN,663,Jawa Barat,Laki-Laki,53,6,15020023000,1,0,1,15131727000,1
7310,15793317,FITRIYANI,547,Jawa Barat,Perempuan,22,7,14128715000,1,1,0,11814279000,0
7311,15740487,GANDA MORA SIMAMORA,627,DKI Jakarta,Laki-Laki,41,6,0,3,1,1,13870075000,1
7312,15722479,DAVID ELIZAR,707,DKI Jakarta,Laki-Laki,37,1,0,2,0,1,603551000,0
7313,15688264,ACIH,629,DKI Jakarta,Perempuan,43,0,0,2,1,1,4126369000,0
7314,15583067,MOH SAID,687,DKI Jakarta,Laki-Laki,36,4,9715796000,1,0,1,6318505000,0
7315,15686670,RAHARJO,588,DKI Jakarta,Laki-Laki,36,2,0,2,1,0,92536000,1
7316,15593345,JEKSON HUTABARAT,502,Jawa Tengah,Laki-Laki,33,6,12524117000,2,1,1,15873607000,0
7317,15811690,ROBERT BATUBARA,793,Jawa Tengah,Laki-Laki,54,2,12896613000,1,0,0,186334000,1
7318,15734008,MAEMUNAH MS,727,Jawa Tengah,Perempuan,59,5,15258106000,1,1,0,718301000,1
7319,15771856,MEGA ISMIAYANTI,632,Jawa Barat,Perempuan,32,1,0,2,1,0,1952565000,0
7320,15762045,NUR ANISAH,474,Jawa Tengah,Perempuan,37,5,14268857000,2,1,1,11095333000,0
7321,15778142,SARYADI,850,Jawa Tengah,Laki-Laki,31,1,13008956000,2,1,1,446621000,0
7322,15689268,SUGIHARTO,584,DKI Jakarta,Laki-Laki,36,9,0,1,1,1,10581851000,0
7323,15721507,TITIN KRISTIANI,713,DKI Jakarta,Perempuan,32,1,11709402000,1,0,0,14955883000,1
7324,15750476,UNTUNG SUHARJO,742,Jawa Barat,Laki-Laki,24,8,0,2,1,0,407028000,0
7325,15810723,WIDYA SRIKANDI,607,DKI Jakarta,Perempuan,39,10,0,3,1,0,13274113000,1
7326,15787229,IMAM HANAFI,761,Jawa Barat,Laki-Laki,34,2,0,2,1,0,6125125000,0
7327,15570508,H ABD ROCHMAN,600,DKI Jakarta,Laki-Laki,49,7,902189000,1,1,0,9134776000,0
7328,15617065,FRANS NOVALIANDI,650,Jawa Barat,Laki-Laki,42,4,19453266000,1,1,0,17104531000,1
7329,15689786,SRI SETIAWATI,850,Jawa Tengah,Perempuan,56,1,16974383000,1,0,0,1558504000,1
7330,15648876,Y U S U F,501,DKI Jakarta,Laki-Laki,34,5,0,1,1,0,2738099000,0
7331,15802106,DAWASA N,418,DKI Jakarta,Laki-Laki,34,8,15597388000,1,1,0,15420896000,0
7332,15773869,ELLYA RUSMINA JAYANTI,797,Jawa Barat,Perempuan,59,4,12932144000,1,1,1,9362455000,0
7333,15711635,SOPIYAH,788,Jawa Tengah,Perempuan,42,6,13865049000,2,1,0,6474607000,0
7334,15795527,KASTURI B SAYIB,699,Jawa Barat,Laki-Laki,43,2,13648786000,2,1,0,8281593000,0
7335,15759133,RUMANAH,616,DKI Jakarta,Perempuan,18,6,0,2,1,1,2730858000,0
7336,15679394,BANGUN WALUYO,651,DKI Jakarta,Laki-Laki,41,4,386172000,1,1,1,1048768000,0
7337,15801072,KISWATY,654,DKI Jakarta,Perempuan,28,7,0,2,1,0,15131637000,0
7338,15646082,SAMSUL ARIPIN,676,DKI Jakarta,Laki-Laki,34,8,8290914000,1,1,0,9181738000,1
7339,15796111,REHATI SIMANJUNTAK,708,Jawa Tengah,Perempuan,54,8,1451514000,1,0,1,12531117000,1
7340,15670646,RUDYARD JEFTA  SIAHAAN,499,Jawa Barat,Laki-Laki,42,0,14718784000,1,1,1,1486894000,1
7341,15578722,IRMA KOMARIYAH,689,DKI Jakarta,Perempuan,39,4,0,2,1,0,19611245000,0
7342,15815095,TITI HERIANI,850,Jawa Barat,Perempuan,54,7,10818581000,2,0,0,240934000,1
7343,15730360,S A R A,502,DKI Jakarta,Laki-Laki,30,4,0,2,1,1,6626387000,0
7344,15763194,CHASANAH,643,DKI Jakarta,Perempuan,34,7,0,2,0,1,10030413000,0
7345,15720725,ARBI KARDIYANTO,762,DKI Jakarta,Laki-Laki,28,2,0,2,1,0,16790952000,0
7346,15567834,MUHAMAD RIZAL,719,DKI Jakarta,Laki-Laki,49,5,1059181000,1,1,1,1624659000,0
7347,15720644,ENDANG SUTRISNO,789,DKI Jakarta,Laki-Laki,27,6,0,2,1,0,10360365000,0
7348,15811742,SAI BT MARTA,553,Jawa Barat,Perempuan,42,7,0,2,1,0,768023000,0
7349,15813363,DANI,448,Jawa Barat,Laki-Laki,25,2,0,2,0,0,9521573000,0
7350,15717629,BAYU KRISMANTO,632,Jawa Tengah,Laki-Laki,42,6,5997226000,2,0,1,14817294000,0
7351,15713160,HIDAYAT,669,Jawa Barat,Laki-Laki,25,7,15722861000,2,1,0,1243829000,0
7352,15568878,RIANA ANOM SETIAWATI,654,Jawa Barat,Perempuan,34,5,0,2,1,0,15931146000,0
7353,15809800,M SUPARJO,726,DKI Jakarta,Laki-Laki,38,4,0,2,0,0,678748000,0
7354,15736420,LAISYA ARIF,596,DKI Jakarta,Perempuan,21,4,21043308000,2,0,1,19729777000,1
7355,15757933,SISKA RATNA DEWI,733,Jawa Tengah,Perempuan,30,1,10245271000,1,1,0,2155695000,0
7356,15623072,BETTY S SIAHAAN,529,Jawa Barat,Perempuan,35,5,0,2,1,0,56518000,0
7357,15683993,HENDRA MARDIAJAS PUTRA,493,DKI Jakarta,Laki-Laki,37,8,14298746000,2,1,0,15884099000,0
7358,15570947,ASIYAH,615,Jawa Barat,Perempuan,29,7,14333056000,2,1,1,12639601000,0
7359,15797767,NI KETUT SUKAMI,600,DKI Jakarta,Perempuan,49,6,0,1,0,1,14808788000,1
7360,15731989,RISTI EKA PRASTIWI,666,DKI Jakarta,Perempuan,36,4,1201654000,2,1,0,337015000,0
7361,15591035,ERNI YUNIARTI,644,Jawa Barat,Perempuan,54,6,0,1,0,1,8462237000,0
7362,15586479,WIWI HAWIYAH,692,DKI Jakarta,Perempuan,36,4,0,1,1,0,18558089000,1
7363,15605872,BONG SIAUW NGO,707,DKI Jakarta,Perempuan,73,6,6657317000,1,1,1,627688000,0
7364,15666012,SUFRIADI SIMANJUNTAK,603,DKI Jakarta,Laki-Laki,40,4,10283346000,2,1,1,3882911000,0
7365,15641733,SYAHFIATUN,671,DKI Jakarta,Perempuan,34,5,16475756000,1,1,0,11074888000,0
7366,15593178,HERBERT HUTAPEA,568,Jawa Barat,Laki-Laki,36,10,15361061000,1,1,1,540838000,1
7367,15649183,SAIRI MA'UN,598,Jawa Barat,Laki-Laki,35,8,0,3,0,1,8865873000,0
7368,15736399,MARULI HASIBUAN,606,Jawa Barat,Laki-Laki,42,10,0,2,1,0,17793852000,0
7369,15751137,SUHERMAN,850,Jawa Tengah,Laki-Laki,36,3,16902583000,1,1,0,17423506000,0
7370,15757188,RODO SIMANJUNTAK,644,Jawa Barat,Laki-Laki,26,4,15345572000,2,1,1,8269684000,0
7371,15726167,D E W I,655,DKI Jakarta,Perempuan,37,4,0,2,1,1,14241597000,0
7372,15624850,SUKMA HIDAYAT,850,DKI Jakarta,Laki-Laki,30,10,15397289000,2,1,0,6281103000,0
7373,15717700,LINAWATY,683,Jawa Barat,Perempuan,34,9,11460955000,2,0,1,2533929000,0
7374,15716347,IMAM WAHYUDI,663,Jawa Tengah,Laki-Laki,37,7,14362583000,2,0,1,17648705000,0
7375,15696287,YUNINGSIH Z ,682,Jawa Tengah,Perempuan,38,1,11652028000,1,1,1,498335000,1
7376,15638871,SARYANTI,639,DKI Jakarta,Perempuan,77,6,8092602000,2,1,1,5582925000,0
7377,15765093,I N D R I,704,DKI Jakarta,Perempuan,23,6,16659478000,1,1,1,1558232000,0
7378,15592999,WARNINGSIH,691,DKI Jakarta,Perempuan,40,0,11546598000,1,1,1,6062261000,0
7379,15641715,SYARIFUDIN,599,DKI Jakarta,Laki-Laki,34,8,0,2,1,1,17419668000,0
7380,15607746,STEVANUS FIRMANTO,573,DKI Jakarta,Laki-Laki,36,1,0,1,1,1,5690538000,0
7381,15625311,ANDRIYADI,589,Jawa Tengah,Laki-Laki,41,7,9261862000,1,1,1,10117885000,0
7382,15573077,UKKAS BIN MIDE,620,Jawa Tengah,Laki-Laki,25,8,14182588000,1,1,1,7385794000,1
7383,15735106,AMIRUDIN,647,Jawa Barat,Laki-Laki,28,6,14959402000,2,1,0,10232519000,0
7384,15672912,ARIS SUSANTO,737,Jawa Barat,Laki-Laki,39,7,13005166000,2,0,0,5535639000,1
7385,15589881,ZERMI,634,DKI Jakarta,Perempuan,41,7,0,2,1,1,13128493000,0
7386,15660144,HERU PURWANTO,660,DKI Jakarta,Laki-Laki,38,4,0,2,0,0,8808043000,0
7387,15664083,WILSON JUNAIDI,666,Jawa Tengah,Laki-Laki,37,2,15846876000,1,0,1,9326601000,0
7388,15690898,ELVRIDA SIBARANI,696,DKI Jakarta,Perempuan,44,8,16188979000,1,0,0,7556247000,0
7389,15808023,YUNI IRYANTI,836,DKI Jakarta,Perempuan,29,9,13368178000,1,1,1,15374773000,0
7390,15676909,SULASTRI,667,Jawa Barat,Perempuan,34,5,0,2,1,0,16383064000,0
7391,15764922,NURHASAN BISRI,596,Jawa Barat,Laki-Laki,20,3,18729446000,1,1,0,10345647000,0
7392,15766734,IRAH NINGSIH,430,DKI Jakarta,Perempuan,31,5,0,1,1,0,9565516000,0
7393,15795079,M SURYATI,596,Jawa Barat,Perempuan,67,6,0,2,1,1,13835074000,0
7394,15757434,SITI NURJANAH,599,DKI Jakarta,Perempuan,28,7,11970622000,1,0,0,3119042000,0
7395,15673747,SINTA LISTIANA,519,DKI Jakarta,Perempuan,22,8,0,1,0,1,16755306000,0
7396,15808386,WASIH,721,Jawa Tengah,Perempuan,45,7,1385232000,1,0,0,5960445000,1
7397,15603565,BAMBANG ISMAYA,603,Jawa Barat,Laki-Laki,56,5,9077876000,2,1,0,16222367000,1
7398,15744044,SITI NURAENI,572,Jawa Tengah,Perempuan,47,4,9935342000,1,1,0,19654985000,1
7399,15577771,I S M A N U,453,Jawa Tengah,Laki-Laki,40,1,11152449000,1,1,1,12037384000,1
7400,15769548,ALFIAN BAHARUDIN,668,DKI Jakarta,Laki-Laki,37,7,12864567000,1,1,0,9214964000,0
7401,15802071,SYACHRUL,762,Jawa Tengah,Laki-Laki,35,1,11745851000,1,0,1,17836148000,1
7402,15677395,MARNI,633,DKI Jakarta,Perempuan,39,9,12918915000,2,0,0,17099883000,0
7403,15632010,SOBRI BIN MUHRAD,647,Jawa Barat,Laki-Laki,33,7,12126019000,2,1,0,7721648000,0
7404,15779492,HJ N RATNA NINGSIH,796,Jawa Barat,Perempuan,56,6,9423113000,1,0,0,1211646000,1
7405,15694677,AMIR LAIMAN,733,DKI Jakarta,Laki-Laki,39,1,0,2,1,1,14184131000,0
7406,15704315,ANISA LISA ANGGRAENI,556,DKI Jakarta,Perempuan,34,8,16375706000,1,1,1,10400006000,0
7407,15742009,EDWIN AGUSTINA,489,Jawa Barat,Laki-Laki,58,4,0,2,1,1,19141932000,0
7408,15766663,MARLIYUSNI,639,DKI Jakarta,Perempuan,22,4,0,2,1,0,2818896000,0
7409,15742297,LATIFA HANNUM PANGARIBUAN,715,DKI Jakarta,Perempuan,35,2,14100547000,1,1,1,6040793000,0
7410,15688059,RACHMAT ADE PUTRA,807,Jawa Tengah,Laki-Laki,42,9,10535609000,2,1,1,13048937000,0
7411,15752344,ELLY PUSPITASARI,714,Jawa Barat,Perempuan,34,5,0,2,1,0,19304032000,0
7412,15698749,M I S N A H,626,Jawa Tengah,Perempuan,23,6,8589795000,1,1,0,1097428000,0
7413,15631693,YASIN,697,DKI Jakarta,Laki-Laki,36,7,0,2,1,1,7476032000,0
7414,15604536,INDRAWATI,850,Jawa Tengah,Perempuan,31,4,16467266000,1,0,1,619361000,0
7415,15802869,NASIAH,737,Jawa Tengah,Perempuan,45,2,9916967000,2,1,1,7865095000,0
7416,15635598,INDAH YULITA FAJARWATI,812,DKI Jakarta,Perempuan,29,6,0,2,0,0,1680236000,0
7417,15592326,DEWANTA YUDISWARA,583,DKI Jakarta,Laki-Laki,36,8,0,2,0,1,557159000,0
7418,15736533,ROLAND STEFANUS,730,Jawa Tengah,Laki-Laki,37,5,12405303000,1,1,0,11859167000,0
7419,15647191,YUSNITA,677,DKI Jakarta,Perempuan,36,4,0,2,1,0,782431000,0
7420,15622507,SA'DIAH,748,Jawa Tengah,Perempuan,40,3,10349909000,2,0,0,3815319000,0
7421,15765487,TARMU HOLIDIN,753,Jawa Tengah,Laki-Laki,38,9,15176671000,1,1,1,18082999000,0
7422,15646521,LEO WICAKSONO,634,Jawa Barat,Laki-Laki,36,1,0,1,1,1,14396072000,0
7423,15746258,BAMBANG MARGONO,622,DKI Jakarta,Laki-Laki,29,7,10148696000,1,1,1,878835000,0
7424,15692430,JAMALUDDIN,699,Jawa Tengah,Laki-Laki,36,2,12360156000,2,1,0,10355785000,0
7425,15625501,TAJUDIN BIN TARMO,570,Jawa Tengah,Laki-Laki,38,1,12720158000,1,1,0,14716828000,1
7426,15640521,NUR SUHELMI,552,Jawa Tengah,Perempuan,33,3,14496274000,1,1,0,5884484000,1
7427,15790630,SITI KHODIJAH,619,DKI Jakarta,Perempuan,48,4,0,1,0,0,1809496000,1
7428,15664720,LIA SEPTIANI,714,Jawa Barat,Perempuan,33,8,12201719000,1,0,0,16251517000,0
7429,15750055,RAUSYANAH FIKRIYYAH,503,Jawa Barat,Perempuan,32,9,10026288000,2,1,1,15792125000,0
7430,15644878,MONANG PANJAITAN,685,Jawa Barat,Laki-Laki,43,6,11730262000,1,0,0,6870173000,0
7431,15754578,SANATI,606,DKI Jakarta,Perempuan,35,0,13598415000,2,1,0,18677889000,0
7432,15705379,NANI SURYANI,678,DKI Jakarta,Perempuan,38,3,0,2,1,0,665616000,0
7433,15761047,UMAR,724,Jawa Tengah,Laki-Laki,31,2,16099754000,2,0,1,6483136000,0
7434,15671293,FERRY FERDIAN S,779,Jawa Tengah,Laki-Laki,37,2,12838963000,1,1,1,658916000,1
7435,15687527,MUH KHOLIK,638,Jawa Barat,Laki-Laki,35,1,0,2,1,0,16537066000,0
7436,15647898,IKA PRASTIWI,610,Jawa Barat,Perempuan,50,5,13055451000,3,1,0,18475817000,1
7437,15671534,ABDUL KIPLI,646,Jawa Tengah,Laki-Laki,57,6,90212000,1,1,0,1391127000,1
7438,15591248,MEGAWATI,628,DKI Jakarta,Perempuan,29,9,7199629000,1,1,1,3485746000,0
7439,15676156,ISTRIYANI,528,DKI Jakarta,Perempuan,32,4,8561566000,2,1,0,15619243000,0
7440,15812918,NADI,432,DKI Jakarta,Laki-Laki,27,6,6233981000,2,0,0,5387467000,0
7441,15604130,LITA SEPTIANI BAHARI,622,Jawa Barat,Perempuan,47,6,14231903000,1,0,0,10018305000,0
7442,15700549,JUANDA PARDEDE,721,DKI Jakarta,Laki-Laki,54,5,0,2,1,1,449312000,0
7443,15715519,RUSNAN,614,Jawa Barat,Laki-Laki,36,5,0,2,1,0,13061078000,0
7444,15707042,SULASTRI,634,DKI Jakarta,Perempuan,24,2,8741319000,1,1,0,6334065000,0
7445,15605276,IHSAN FACHRINUR BASMAN,742,DKI Jakarta,Laki-Laki,29,4,0,2,1,1,18006659000,0
7446,15630592,HOTNANTO SINAGA,516,DKI Jakarta,Laki-Laki,45,4,0,1,1,0,9527373000,1
7447,15636626,ISLAMIYAH,718,DKI Jakarta,Perempuan,35,3,9756016000,1,1,1,5351174000,0
7448,15740411,MUSTAKIM,636,Jawa Tengah,Laki-Laki,30,8,14178731000,2,1,1,10968561000,0
7449,15593834,RINI DIAH KURNIAWATI,691,Jawa Barat,Perempuan,36,7,12993464000,1,0,0,7566456000,1
7450,15804235,PUTRA   AJI   PRATAMA,698,DKI Jakarta,Laki-Laki,37,2,16617802000,2,1,1,7197295000,0
7451,15679801,ROMULUS PANJAITAN,712,Jawa Barat,Laki-Laki,39,5,16309755000,2,1,1,2370242000,0
